Highest,Lowest,Mean,Stdev
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,-10.0,-0.4,2.0
20.0,-10.0,0.4,4.546060565661953
20.0,-10.0,2.0,10.0
80.0,-10.0,17.6,17.3877351409933
80.0,-10.0,16.0,18.484227510682363
80.0,-10.0,22.0,27.83882181415011
80.0,0.0,34.0,24.324199198877373
100.0,-10.0,30.0,35.35533905932738
130.0,0.0,42.4,37.112441759244746
130.0,-10.0,60.4,45.687343250985094
170.0,-10.0,46.8,50.72146159828861
170.0,0.0,51.6,48.104053883222775
220.0,0.0,48.4,56.91221310052878
220.0,-10.0,63.6,62.57528798708534
220.0,-10.0,40.4,62.14767359550422
250.0,-10.0,49.2,75.87929010386607
250.0,0.0,82.0,84.40971508067067
250.0,0.0,57.6,69.29886963965093
250.0,-10.0,69.6,75.6350888587213
250.0,-10.0,60.0,67.08203932499369
250.0,-10.0,43.2,65.30186316892753
250.0,0.0,58.8,70.13795928976928
250.0,0.0,71.2,76.33915552759716
250.0,0.0,67.2,64.96922348312314
270.0,-10.0,76.4,88.45337754998393
