Highest,Lowest,Mean,Stdev
85.65128344396824,-8.085689499078502,4.126334695740201,22.161126597855045
139.63193367075115,-8.08357388505339,21.91443853683986,31.997292109498137
193.34594137308963,-8.055311320777186,38.934405370403056,45.34403555337281
238.8244519531734,-8.071456677340077,49.686700151019785,53.25810575745677
238.8244519531734,-7.930344588737681,60.266722342573786,53.62660355858908
238.8244519531734,-8.042233210879308,70.45115254327693,62.26979865048822
238.8244519531734,-8.031466417854823,77.19945721189383,67.79317065948942
290.28425123272433,-8.02319211261324,80.63821564700935,77.02380135534489
525.8066113708243,-8.023193178410743,97.1309917545703,101.74475733001277
525.8066113708243,-7.752206938057905,106.74115457280452,103.83783279206429
835.6351912600296,-8.037837694008942,126.93232333078134,158.66438647346683
