Highest,Lowest,Mean,Stdev
20.0,-10.0,-4.2,7.8480466827544975
70.0,-10.0,3.0,15.419309389230644
100.0,-10.0,11.372549019607844,24.0016339313087
100.0,-10.0,7.8431372549019605,20.130943891451892
100.0,-10.0,15.882352941176471,26.090340786447026
100.0,-10.0,17.358490566037737,29.945523833751746
100.0,-10.0,21.153846153846153,33.70307754341487
100.0,-10.0,19.62264150943396,33.047882752556255
100.0,-10.0,18.30188679245283,30.238529233706238
110.0,-10.0,18.88888888888889,31.12159152613338
110.0,-10.0,21.923076923076923,33.66725653949142
110.0,-10.0,16.79245283018868,30.807940092029494
110.0,-10.0,17.92452830188679,30.150806250607687
110.0,-10.0,19.807692307692307,31.341908585563548
110.0,-10.0,21.272727272727273,32.26364457005378
110.0,-10.0,23.14814814814815,32.668955552378755
110.0,-10.0,20.555555555555557,29.868685354060602
130.0,-10.0,23.272727272727273,32.26364457005378
130.0,-10.0,20.185185185185187,29.55587868867036
130.0,-10.0,20.727272727272727,31.37907686096684
190.0,-10.0,25.263157894736842,37.754151292932335
270.0,-10.0,32.41935483870968,49.80899529895878
