Highest,Lowest,Mean,Stdev
135.4554478585063,-9.056220910716402,4.044190587465588,24.669246128669204
350.9479380598264,-9.030915769751461,15.210858785318983,54.97505797317853
350.9479380598264,-9.029638203092142,28.161951846725024,57.35076235239299
350.9479380598264,-9.036901034331214,24.051146234588618,52.98376022146942
350.9479380598264,-9.001713049322206,29.389413399210408,51.394027022328714
350.9479380598264,-9.004242759777396,36.914085933534345,55.10806875019149
350.9479380598264,-9.022635162805585,41.35015121970057,57.76193837528577
350.9479380598264,-9.033315839368782,47.470929270358425,61.07328827420944
350.9479380598264,-9.038663257389302,48.27912839556099,66.01011417623619
350.9479380598264,-9.020169941486472,59.68345386149572,69.40843045196624
350.9479380598264,-7.8248362543784955,58.16759435033271,72.49813920066865
350.9479380598264,-8.289313834246107,53.56515979918563,70.19149199474231
350.9479380598264,-9.033042433196885,59.67439921982549,72.52553091846953
350.9479380598264,-9.022147578158929,59.65588697035289,78.15462952801097
350.9479380598264,-8.991797625787676,59.109255116878344,76.92869125315508
353.1380091549371,-9.05232157156046,65.63440206139823,86.38293078049902
353.1380091549371,-9.05232157156046,63.317121841287175,80.32078693605415
353.1380091549371,-9.018210926349278,58.409658083347516,76.34735780831947
353.1380091549371,-9.026534691683523,54.59882195551715,78.48501377974176
353.1380091549371,-8.993560854877941,56.761570102133724,85.76205345195916
353.1380091549371,-9.033529907460801,52.90985456234392,78.17234292436969
353.1380091549371,-9.00930973693558,48.47888960295214,72.89824923617479
353.1380091549371,-9.048175900428197,51.91324716607377,78.02663488375481
353.1380091549371,-9.048175900428197,50.132332687055445,75.43997995930872
353.1380091549371,-9.047645719364116,50.09907418269524,74.49336117326649
353.1380091549371,-9.027474636806069,61.172720599423926,72.64523706335606
353.1380091549371,-9.025510572269006,58.52800084189066,76.54352869787677
353.1380091549371,-9.044158208922244,52.429780723694044,77.33272476412591
353.1380091549371,-9.043773982581506,54.337901151164964,77.30611451126893
353.1380091549371,-9.028120003953962,54.684247746246854,75.90800420849736
353.1380091549371,-9.025650010048956,54.72157024337993,76.0884446741392
353.1380091549371,-9.037569703224163,54.49843199375094,79.98293314659281
353.1380091549371,-9.042736043933319,50.18178622404805,78.632512685547
353.1380091549371,-9.042736043933319,51.15494741896437,76.69211358791102
353.1380091549371,-9.050440047098625,49.77865427591064,76.14883545975245
353.1380091549371,-9.033841634017014,49.006623312235554,77.134236586512
359.76964058791293,-9.048166431772584,50.105087279298786,84.2386011431793
359.76964058791293,-9.053157739796388,49.05482687727241,83.44307107112567
359.76964058791293,-9.027209874419817,53.95553980282111,82.38801444769798
359.76964058791293,-9.052483522325339,48.20908857736218,83.43476659163242
359.76964058791293,-9.046855481740531,50.823506533944,82.1461653182482
550.8976440775166,-9.031298139338546,64.7680521329203,103.88779655172617
