Highest,Lowest,Mean,Stdev
0.0,0.0,0.0,0.0
0.0,-10.0,-0.8,2.7688746209726913
20.0,-10.0,0.0,5.0
20.0,-10.0,3.2,10.295630140987
30.0,-10.0,16.8,10.295630140987
30.0,-10.0,16.0,10.408329997330663
30.0,-10.0,14.8,12.288205727444508
30.0,-10.0,20.8,7.5938571665963455
30.0,-10.0,22.8,11.0
30.0,-10.0,19.2,15.524174696260024
100.0,-10.0,20.0,21.9848432637882
100.0,-10.0,19.2,20.800641015763592
100.0,0.0,20.8,20.800641015763592
100.0,-10.0,22.4,21.071307505705477
100.0,-10.0,23.2,21.354156504062622
120.0,-10.0,26.0,28.136571693556885
120.0,-10.0,24.8,33.679865399572684
120.0,-10.0,26.8,34.847285881877994
120.0,0.0,32.4,34.91418050019218
120.0,-10.0,22.8,35.416568627315286
120.0,-10.0,22.4,33.45145736735546
120.0,-10.0,30.8,34.751498768638264
120.0,-10.0,18.4,34.36083041293773
120.0,-10.0,26.4,36.0416425818802
120.0,-10.0,24.0,32.01562118716424
120.0,-10.0,25.6,33.05046646166032
120.0,-10.0,17.6,34.554305086342
120.0,-10.0,22.8,36.11555528208494
120.0,-10.0,36.0,47.08148963941844
120.0,-10.0,32.0,37.63863263545405
190.0,-10.0,47.2,53.7370139351515
190.0,0.0,64.0,55.075705472861024
270.0,-10.0,74.8,75.50496672405067
