Highest,Lowest,Mean,Stdev
0.0,0.0,0.0,0.0
20.0,0.0,0.8,4.0
20.0,-10.0,4.0,9.574271077563381
30.0,-10.0,11.6,13.74772708486752
30.0,-10.0,10.4,14.2828568570857
30.0,-10.0,10.4,13.988090172238191
30.0,-10.0,16.8,12.819256348686272
30.0,-10.0,12.4,14.514360704718161
30.0,-10.0,14.0,16.583123951777
30.0,-10.0,8.4,17.243356208503418
30.0,-10.0,15.2,14.753530650887152
30.0,-10.0,14.0,17.55942292142123
30.0,-10.0,17.6,14.798648586948742
30.0,-10.0,14.8,16.36052158907737
30.0,-10.0,14.0,14.142135623730951
30.0,-10.0,14.0,16.583123951777
30.0,-10.0,17.6,14.798648586948742
30.0,-10.0,9.2,17.05872210923198
30.0,-10.0,13.6,15.242484486898235
30.0,-10.0,12.8,16.713268182295565
30.0,-10.0,16.0,15.545631755148024
30.0,-10.0,16.4,13.808210118138652
30.0,-10.0,16.4,13.808210118138652
30.0,-10.0,8.4,17.0
30.0,-10.0,16.0,14.719601443879744
30.0,-10.0,15.2,15.30795000427338
30.0,-10.0,12.8,15.947831618540915
30.0,-10.0,15.2,16.61324772583615
30.0,-10.0,17.6,14.224392195567912
30.0,-10.0,16.4,14.106735979665885
30.0,-10.0,11.2,16.663332999933317
30.0,-10.0,14.4,17.578395831246944
30.0,-10.0,11.6,17.243356208503418
30.0,-10.0,15.6,15.297058540778355
30.0,-10.0,9.6,17.435595774162696
30.0,-10.0,16.0,14.433756729740644
30.0,-10.0,20.4,12.409673645990857
30.0,-10.0,14.4,16.852299546352715
30.0,-10.0,14.4,16.603212540549695
30.0,-10.0,12.8,18.14754345175493
30.0,-10.0,10.8,17.301252363147974
70.0,-10.0,17.6,20.058248511107177
70.0,-10.0,16.4,20.992061991778385
80.0,-10.0,11.2,26.19160170741759
80.0,-10.0,11.6,29.10899059282773
80.0,-10.0,22.8,30.757112998459398
80.0,-10.0,22.0,35.0
100.0,-10.0,11.6,31.315597817488122
100.0,-10.0,18.8,34.91895378348747
100.0,-10.0,24.8,34.655446902326915
100.0,-10.0,13.6,32.89883483245772
100.0,-10.0,24.4,35.00952251411988
100.0,-10.0,19.2,30.81125335544358
100.0,-10.0,14.4,33.1762967593833
110.0,-10.0,20.8,37.960505792204614
110.0,-10.0,20.0,35.823642100341125
110.0,-10.0,20.0,37.969285832981726
110.0,-10.0,19.6,33.10085598087558
110.0,-10.0,15.2,29.737742572921256
110.0,-10.0,14.4,39.58956091362132
120.0,-10.0,21.2,38.22302970723278
120.0,-10.0,20.0,37.416573867739416
120.0,-10.0,23.6,36.38681079732051
140.0,-10.0,34.8,50.58985405526817
210.0,-10.0,44.0,57.590508477236654
210.0,-10.0,42.4,61.932759236664616
210.0,-10.0,36.8,55.73149917237109
210.0,-10.0,30.4,53.88877434122991
210.0,-10.0,27.6,51.90375708944392
210.0,-10.0,19.2,49.32207078648125
210.0,-10.0,24.4,54.16641025580336
210.0,-10.0,37.2,55.94044452212847
210.0,-10.0,35.2,52.687759489277965
210.0,-10.0,44.0,55.452682532047085
210.0,-10.0,39.6,63.671029518926424
210.0,-10.0,30.0,57.08181263181236
210.0,-10.0,41.6,58.14350063993969
210.0,-10.0,40.0,59.23118547972287
210.0,-10.0,33.6,56.264257452370835
210.0,-10.0,28.4,57.856143436400366
210.0,-10.0,37.6,60.29648967117959
210.0,-10.0,50.0,70.53367989832942
210.0,-10.0,50.0,67.20615051218651
210.0,-10.0,29.2,56.783213481920285
210.0,-10.0,33.2,57.64257685657943
210.0,-10.0,34.0,59.79130371550699
210.0,-10.0,28.8,57.32364259186605
210.0,-10.0,23.2,57.06137047074843
210.0,-10.0,25.2,55.461698495448196
210.0,-10.0,28.8,55.09990925582364
210.0,-10.0,32.8,55.71654452075553
210.0,-10.0,38.8,58.75939641169458
210.0,-10.0,31.2,58.33238094460629
210.0,-10.0,31.6,55.72850856309243
210.0,-10.0,28.4,56.91221310052878
210.0,-10.0,37.6,65.65566743752338
210.0,-10.0,28.8,58.47506591132098
210.0,-10.0,28.0,65.95452979136459
210.0,-10.0,19.2,55.82114294781145
210.0,-10.0,20.0,56.86240703077327
210.0,-10.0,29.2,55.89573627150226
210.0,-10.0,22.8,56.82722352300289
210.0,-10.0,24.8,54.24635164383561
210.0,-10.0,30.8,57.657031950433705
210.0,-10.0,28.8,54.49158956511852
210.0,-10.0,23.6,58.30094338859364
210.0,-10.0,47.6,67.53270812477956
210.0,-10.0,30.8,55.06965286495518
210.0,-10.0,28.4,56.91221310052878
210.0,0.0,35.2,55.6117493580868
210.0,-10.0,35.6,59.65735495309862
210.0,-10.0,39.2,59.506302187247364
