Highest,Lowest,Mean,Stdev
70.0,-10.0,-1.0,14.033487645991787
70.0,-10.0,7.0,16.812288994199744
110.0,-10.0,14.489795918367347,25.088279508716475
110.0,-10.0,10.408163265306122,23.448452656258347
110.0,-10.0,9.615384615384615,23.84274777406744
110.0,-10.0,10.408163265306122,24.996598408039226
110.0,-10.0,9.8,22.81156169442977
110.0,-10.0,13.773584905660377,25.208851856070442
110.0,-10.0,14.90566037735849,26.357209020379543
110.0,-10.0,15.0,26.829299669479205
110.0,-10.0,16.85185185185185,28.33919041693097
110.0,-10.0,18.88888888888889,28.725550172353575
110.0,-10.0,20.925925925925927,31.935578935674137
110.0,-10.0,20.74074074074074,29.642642146124807
110.0,-10.0,17.678571428571427,25.29757957725467
110.0,-10.0,22.363636363636363,30.909883135024554
110.0,-10.0,20.96153846153846,29.984284470932202
110.0,-10.0,24.107142857142858,33.23616790700843
110.0,-10.0,20.566037735849058,28.917328737389298
110.0,-10.0,21.454545454545453,30.21026204222553
110.0,-10.0,21.403508771929825,31.421023244865626
110.0,-10.0,21.69811320754717,31.667494196403435
110.0,-10.0,20.0,30.852096393144045
110.0,-10.0,18.928571428571427,30.964999093027092
110.0,-10.0,26.779661016949152,33.49939155217402
120.0,-10.0,24.761904761904763,33.54617149720391
120.0,-10.0,22.923076923076923,32.582734927943285
190.0,-10.0,24.393939393939394,36.46405133315605
190.0,-10.0,23.823529411764707,35.95309596885073
190.0,-10.0,23.692307692307693,35.556699033428934
190.0,-10.0,26.26865671641791,36.38330539965567
190.0,-10.0,22.615384615384617,35.455823000113604
190.0,-10.0,19.71014492753623,33.34185739262964
190.0,-10.0,18.591549295774648,33.98721501841905
190.0,-10.0,21.029411764705884,35.5821398214846
250.0,-10.0,26.901408450704224,44.41980090312925
250.0,-10.0,21.714285714285715,39.74452577642041
250.0,-10.0,23.243243243243242,42.2032949472642
