Highest,Lowest,Mean,Stdev
77.83699594421618,-8.079451281084433,13.64553346329022,24.711122081219607
85.11525102014393,-7.999826238429897,37.218704766,32.53550345099975
85.75076220244121,-8.069766704674379,25.628141207442134,35.77121369317345
86.62601725216747,-8.016339798588806,40.03355372726181,36.0532233004225
195.47208239907712,-7.995531038789741,53.128952127924926,45.73400724248247
195.47208239907712,-8.034662225013903,62.748675083973964,60.59691136525582
200.74457612191677,-7.993694655704688,75.75518678471893,68.8330505668055
200.74457612191677,-8.004274725362928,63.02487954444164,61.07939847780536
200.74457612191677,-7.985517029365644,74.69953198383853,62.79586940535559
200.74457612191677,-7.995661904409052,77.34511619791202,82.4858764520932
217.20175599049279,-8.016013642330671,87.15057993549455,84.40488443154878
294.509340441624,-7.9849068032849715,90.37397922403252,95.6607386954502
294.509340441624,-7.953547004512426,111.89913763052363,98.20548378244065
294.509340441624,-7.9777065148176565,130.79946878783596,110.5555628804407
294.509340441624,0.0,104.07193343156733,89.98707222142161
310.53378426252385,-8.02197598667555,137.4588569862252,106.58812583014037
313.41439785173264,-8.050179227600097,125.63295637535894,117.32165876382824
313.41439785173264,-8.027197995840748,110.67320218582809,101.54944396292525
313.41439785173264,-8.001495303499237,89.9661701879434,101.73887920967458
313.41439785173264,-8.032467256698574,118.07100951758899,116.08804264939741
318.5389629023542,6.569735725004307,143.39622527771536,123.86139493333931
318.5389629023542,-8.027917254829266,118.01929157677921,114.13258256914017
541.1414624418132,-7.961354935242927,185.07822056006572,120.89485216876864
541.1414624418132,-8.033435896801949,165.27877618895036,157.53710914534577
764.3654903267649,-7.98695778588613,204.00057727974828,222.1255200519425
