Highest,Lowest,Mean,Stdev
276.841829174992,-0.481617536011745,31.5641899560579,59.9074991793396
936.137770540194,-0.07114132714473,167.118294868238,220.70419971317
936.137770540194,-0.313942631798319,168.649432525562,256.981715260166
1088.59802158103,-0.051819222238677,370.832066548435,353.087130872487
1133.81274802413,-0.051579429065676,466.299838962422,355.626250891479
1642.8632772386,0,505.275623239796,461.746221703944
1642.8632772386,0,473.817905645055,435.455850919411
1642.8632772386,0,449.004561774849,438.595858293458
1779.81609515326,4.1404294690264,568.692399318433,458.572640002096
1779.81609515326,-0.054348184384207,436.738921128416,464.485444486558
1779.81609515326,-0.314626577750495,485.138142813722,487.725042671244
1779.81609515326,8.61694079245053,484.552384229677,475.682330490274
1779.81609515326,-0.053007390904773,415.13381898799,467.298741109655
2036.29401663199,-0.058700359110603,541.560467605359,563.7867936546
2036.29401663199,-0.136255834662515,397.50791100719,527.950695467564
2167.43102743101,-0.042688863908232,582.340720338824,665.187064624667
2167.43102743101,-0.191898934193727,779.19314901508,701.408731316964
2289.40733851656,0.402465900761303,685.533973320375,699.947726113655
2454.93019590611,0.073557882842655,688.874290965702,768.737468085807
2454.93019590611,12.2956992570554,778.516911982373,785.862928503263
2454.93019590611,13.0733340243164,834.838692867682,806.830081059624
2454.93019590611,0,766.804577389795,727.254200253362
2454.93019590611,-0.380579680949003,725.020796491569,692.382537955922
2454.93019590611,1.02364519154483,704.29334170644,711.717985106325
2676.57266890965,99.105237349036,811.39303344949,719.441593783051
2822.8900255151,32.4133004140334,717.697341219346,879.68516346984
2822.8900255151,-0.247560955455286,823.422269131637,891.576261274472
2822.8900255151,-0.268253331883113,779.245455967305,854.726128473223
2822.8900255151,24.4120104448746,740.677846700824,945.70316589797
2822.8900255151,0,1115.25627070014,1044.06894532418
2822.8900255151,0,1065.85062509242,989.058736431732
3218.31351897281,0,1340.75338177711,1159.34533288262
3397.1253905002,0.067607467407248,1243.94645995012,1307.60851329647
3720.46060060716,52.9250735264315,1195.20058634393,1227.75158594875
3720.46060060716,1.85214304221799,1405.74316489373,1383.05029221746
3720.46060060716,0,1068.11523019524,1334.39243423993
3720.46060060716,12.443835578669,676.919200882533,1019.72783354925
3720.46060060716,0,1220.52390999552,1376.60476636097
3720.46060060716,0,1443.65831173111,1374.05148335976
3720.46060060716,96.1734719800103,898.984869819756,1158.74487615178
,,,
,,,
,,,
First lap complete at generation 24,,,
Able to complete 1.5 laps within the absolute time limit,,,
