Highest,Lowest,Mean,Stdev
0.0,0.0,0.0,0.0
0.0,-10.0,-0.4,2.0
20.0,0.0,0.8,4.0
30.0,0.0,5.2,9.626352718795768
30.0,-10.0,13.2,13.140268896284683
30.0,-10.0,11.6,14.628738838327793
30.0,-10.0,11.2,15.088627063675034
30.0,-10.0,9.2,14.11854572303158
30.0,-10.0,10.8,14.977761292440647
30.0,-10.0,6.0,15.545631755148024
30.0,-10.0,10.8,15.524174696260024
30.0,-10.0,15.6,14.165686240583852
30.0,-10.0,15.6,15.567059238447492
30.0,-10.0,12.8,15.947831618540915
30.0,-10.0,16.8,16.0
30.0,-10.0,7.6,16.901676445449624
30.0,-10.0,14.4,16.350331291240963
30.0,-10.0,7.6,15.620499351813308
30.0,-10.0,15.2,16.862186493255653
30.0,-10.0,19.2,13.820274961085254
